date,day_of_week,hour,service_location,number_of_counters,queue_length,average_service_time,students_arriving,exam_period,holiday,waiting_time
2026-01-22,Thursday,11,Student Service Center,1,93,2.6291737886330484,77,1,0,247.67821020982527
2026-06-11,Thursday,16,Student Service Center,5,61,7.699438425384643,64,0,0,95.74242369644628
2026-04-11,Saturday,14,Cafeteria,4,16,4.759278901086241,5,0,1,17.740322332460018
2026-05-08,Friday,16,Cafeteria,5,58,3.9159829660036256,57,0,0,42.55385951148226
2026-03-21,Saturday,8,Student Service Center,4,65,5.239219073605008,68,0,1,88.76285598535041
2026-01-16,Friday,10,Student Service Center,1,54,6.751082922268705,56,0,0,367.4228672774323
2026-01-05,Monday,14,Student Service Center,2,64,7.104334949794341,35,0,0,230.5253182255346
2026-06-19,Friday,8,Library Counter,5,59,4.117205794153154,74,0,1,51.874702143910255
2026-05-29,Friday,11,Fee Counter,5,34,6.273297765745642,37,0,0,44.50059636447267
2026-06-25,Thursday,16,Library Counter,3,17,6.2511675689299615,13,0,0,37.467036631641925
2026-04-23,Thursday,8,Library Counter,2,47,4.911945066397492,48,0,0,118.75018467869133
2026-03-20,Friday,14,Admin Office,4,40,3.4565036204807287,25,0,0,37.94097676020835
2026-03-04,Wednesday,11,Fee Counter,4,27,6.470976486837794,25,0,0,44.47963568684284
2026-06-29,Monday,11,Library Counter,5,3,7.803720200834401,5,0,1,5.004752190260108
2026-06-13,Saturday,10,Admin Office,1,30,3.0855015865685096,35,0,0,92.72994997727332
2026-03-21,Saturday,11,Admin Office,4,6,6.069729331098679,11,0,0,11.999277673446997
2026-05-12,Tuesday,9,Cafeteria,2,72,1.8268409319252301,59,1,0,70.69230670055414
2026-04-28,Tuesday,16,Admin Office,2,63,3.7154797276145723,65,0,1,118.60255504845883
2026-02-05,Thursday,12,Student Service Center,1,69,6.504577185410861,34,1,0,452.2554505094194
2026-01-06,Tuesday,12,Cafeteria,4,78,3.07144650490043,55,0,0,61.88384962456327
2026-02-26,Thursday,17,Student Service Center,2,56,3.5970224364997696,51,1,1,105.44615695960057
2026-03-02,Monday,11,Admin Office,3,14,5.5478686230908165,23,0,1,26.857469756463303
2026-01-03,Saturday,14,Cafeteria,4,69,1.5685866101984822,51,0,0,29.76823316829805
2026-04-15,Wednesday,15,Student Service Center,2,8,4.239229934873979,7,0,0,17.17055066124892
2026-03-12,Thursday,8,Library Counter,2,25,3.4914660173304597,20,0,0,44.370220814647666
2026-05-07,Thursday,17,Student Service Center,2,50,6.555985752608693,50,0,0,161.90336542619667
2026-05-28,Thursday,10,Cafeteria,3,30,3.2992143458198373,29,0,0,34.0530513688803
2026-01-16,Friday,14,Library Counter,2,85,7.29256597117973,61,1,1,314.82118058467717
2026-03-29,Sunday,17,Cafeteria,4,72,4.780337690729338,77,0,0,84.54063614137056
2026-02-10,Tuesday,14,Cafeteria,2,87,7.843195899537346,67,0,0,339.19381054430545
2026-06-29,Monday,17,Admin Office,4,51,1.0624596355709515,32,1,0,12.038885324729566
2026-04-16,Thursday,14,Cafeteria,3,34,4.581061818180767,8,0,0,54.766789010791875
2026-02-23,Monday,10,Fee Counter,4,64,1.9305011565473658,59,0,0,31.45798268931562
2026-01-17,Saturday,16,Library Counter,3,49,5.971833573802155,40,0,0,98.95860803690427
2026-01-28,Wednesday,11,Admin Office,5,34,4.696626451012943,39,0,0,32.089415785828315
2026-01-13,Tuesday,13,Admin Office,1,110,1.1729975627200149,71,1,0,127.0128676449947
2026-02-25,Wednesday,16,Admin Office,5,28,2.431744245224687,32,0,0,10.79694464566402
2026-05-27,Wednesday,15,Fee Counter,1,39,2.732267696715833,40,0,0,108.42860512307098
2026-06-18,Thursday,17,Library Counter,3,68,2.217657977042731,70,0,0,53.75878954315113
2026-05-26,Tuesday,14,Student Service Center,2,105,6.325308091177982,69,1,0,335.0761701410003
2026-04-18,Saturday,14,Library Counter,4,61,5.666945954491844,40,0,0,85.9654063698877
2026-02-07,Saturday,12,Admin Office,1,41,6.888441988507238,18,0,0,280.572163163923
2026-06-21,Sunday,14,Cafeteria,2,85,1.0336590208107692,62,0,0,42.652080228773656
2026-05-09,Saturday,12,Library Counter,2,49,5.617251774781767,44,0,1,136.9296842739808
2026-03-13,Friday,8,Admin Office,5,77,2.0403005388076143,75,0,0,35.61204899564466
2026-06-12,Friday,9,Fee Counter,4,48,1.3326975324785604,31,1,0,16.724164712348152
2026-06-05,Friday,12,Library Counter,4,106,5.747403673846806,77,0,0,150.55020977076904
2026-04-01,Wednesday,8,Fee Counter,5,8,3.1307914578339195,12,0,0,6.914589196051164
2026-02-12,Thursday,15,Admin Office,2,69,6.05980081157336,73,0,0,209.16690314106452
2026-03-23,Monday,13,Fee Counter,2,24,5.092462503394689,6,0,0,59.561124115480425
2026-02-15,Sunday,11,Library Counter,5,31,5.620229591477922,30,0,0,36.97806730498467
2026-03-02,Monday,11,Fee Counter,4,40,1.923402685220096,41,0,0,17.32082249810714
2026-03-29,Sunday,9,Fee Counter,1,17,4.827134056597012,18,0,0,83.32679562516833
2026-02-12,Thursday,8,Library Counter,4,33,6.52446514126415,37,0,0,51.85318535519568
2026-01-07,Wednesday,10,Library Counter,4,5,5.870653400374059,13,0,1,4.58066360796041
2026-06-22,Monday,16,Student Service Center,3,92,3.2105782383146946,68,1,0,99.64369589347658
2026-06-22,Monday,13,Student Service Center,2,36,2.731619063457016,7,0,0,51.009997240389424
2026-05-20,Wednesday,11,Admin Office,4,65,1.3793876021758722,57,0,0,23.55866436021831
2026-02-07,Saturday,8,Fee Counter,5,27,6.080789065354253,27,0,0,30.405438689377807
2026-04-24,Friday,10,Cafeteria,2,70,2.315513348966978,63,0,0,78.90018656048572
2026-06-23,Tuesday,12,Library Counter,1,56,7.720530572660305,31,0,0,431.1135012079114
2026-03-19,Thursday,17,Student Service Center,4,38,6.72871585749365,33,0,0,67.49932393239247
2026-06-09,Tuesday,13,Fee Counter,1,50,2.6920024637668893,35,0,0,134.81247386382935
2026-06-13,Saturday,11,Cafeteria,3,75,7.877854076000073,59,1,0,194.37691187702248
2026-02-26,Thursday,15,Admin Office,3,11,7.3876685976965835,12,0,0,28.397329793752
2026-05-01,Friday,11,Cafeteria,4,69,7.010985879152539,67,0,0,119.61606751726804
2026-02-20,Friday,10,Cafeteria,4,28,4.49253027456629,27,0,0,30.089368007713947
2026-05-31,Sunday,15,Student Service Center,1,79,1.3609198804309592,76,0,0,109.79427910249372
2026-06-14,Sunday,9,Student Service Center,5,63,2.7409922238176136,60,0,0,39.10545304227727
2026-03-29,Sunday,15,Student Service Center,1,42,6.870618279744049,31,1,0,289.2877678532315
2026-03-12,Thursday,17,Cafeteria,5,24,7.313361906744477,25,0,0,33.92332407101293
2026-02-10,Tuesday,13,Cafeteria,5,20,1.8388260714291733,5,0,0,8.436606546341894
2026-06-05,Friday,12,Student Service Center,1,37,7.288092624497358,10,0,0,271.89966695108717
2026-02-04,Wednesday,16,Library Counter,5,64,4.96573075916803,57,0,0,62.080431978445205
2026-02-16,Monday,8,Library Counter,4,25,5.333668373212968,29,0,1,34.87547960251786
2026-02-02,Monday,14,Admin Office,1,86,7.456971784282311,79,0,1,642.4469847107696
2026-03-21,Saturday,17,Admin Office,2,55,7.224698983207079,52,0,0,198.3678061319044
2026-04-20,Monday,10,Admin Office,3,51,3.8942855357922803,44,0,0,70.86898615966095
2026-05-10,Sunday,9,Admin Office,1,72,6.065000274557736,68,0,0,439.2343832954795
2026-01-21,Wednesday,14,Fee Counter,4,78,1.4786773313828365,37,1,0,33.53835193642616
2026-02-07,Saturday,16,Admin Office,1,70,5.044544428673863,68,0,0,350.97058457861897
2026-03-19,Thursday,16,Cafeteria,4,29,6.385599481381565,32,0,0,43.9657325148956
2026-02-28,Saturday,8,Student Service Center,4,79,5.0151045346874765,71,0,0,103.2019855748063
2026-04-02,Thursday,8,Library Counter,2,48,3.947659989059937,50,0,0,92.44746976483418
2026-04-08,Wednesday,10,Student Service Center,4,28,6.571568917796127,33,0,0,50.10828239753114
2026-02-14,Saturday,17,Cafeteria,2,41,4.4651326424324775,36,0,0,91.54897322667733
2026-06-07,Sunday,17,Fee Counter,5,64,4.790352499800929,62,0,0,64.5672075423674
2026-06-26,Friday,15,Student Service Center,1,51,1.2596165478285624,47,0,0,66.21963107760345
2026-03-27,Friday,16,Student Service Center,5,72,2.064224312342265,72,0,0,28.092497868945106
2026-04-27,Monday,15,Admin Office,5,69,5.491570512648037,48,1,0,77.41559656531778
2026-05-29,Friday,16,Cafeteria,2,12,1.9269816709632943,7,0,0,16.257665410167228
2026-03-07,Saturday,17,Student Service Center,5,70,5.406536616071978,64,0,0,73.29500654988496
2026-04-08,Wednesday,17,Admin Office,2,61,3.291985539423525,60,0,0,102.88115500663363
2026-01-28,Wednesday,8,Student Service Center,5,47,2.248952758546113,39,0,0,20.11828833649575
2026-03-09,Monday,13,Cafeteria,5,57,2.0219205464372543,31,0,0,20.914969994301636
2026-03-21,Saturday,17,Library Counter,1,22,7.505096363727368,19,0,0,167.17854431906713
2026-03-13,Friday,8,Fee Counter,2,13,1.5674026849167215,6,0,0,10.888925136303627
2026-01-07,Wednesday,11,Library Counter,3,64,7.2329184582715795,68,0,0,152.20664322835145
2026-03-20,Friday,14,Student Service Center,4,36,5.968626488321123,12,0,0,57.8579999471639
2026-04-13,Monday,10,Admin Office,2,31,5.318726465112131,26,0,0,79.58960561378446
2026-05-13,Wednesday,8,Cafeteria,2,21,6.274845429614246,26,0,0,67.68246824566772
2026-02-24,Tuesday,12,Cafeteria,3,52,3.6565854673581106,8,1,0,60.58919008258229
2026-04-25,Saturday,15,Library Counter,2,72,2.5603131132685055,71,0,0,90.78552445904569
2026-01-25,Sunday,15,Student Service Center,3,8,3.7242836957919008,12,0,0,7.321992519611868
2026-04-22,Wednesday,16,Admin Office,1,21,6.484498024877364,17,0,0,133.6639703567232
2026-05-17,Sunday,8,Student Service Center,5,73,7.841758145769859,68,0,0,117.40571256044362
2026-01-19,Monday,10,Cafeteria,1,66,3.6639459937019434,53,1,1,240.52949686955765
2026-03-27,Friday,16,Library Counter,5,39,1.8268519340628964,21,1,0,11.96745055876875
2026-01-15,Thursday,15,Admin Office,4,56,2.9997207258972107,49,0,0,46.36619986106571
2026-06-02,Tuesday,12,Admin Office,2,42,7.942245106951143,27,0,0,165.13989979585173
2026-06-25,Thursday,8,Library Counter,1,16,2.5039432358755342,11,0,0,45.019120328373916
2026-01-14,Wednesday,11,Fee Counter,1,24,7.388345901593247,18,0,0,180.94654818774558
2026-05-20,Wednesday,14,Admin Office,3,35,6.028139348744815,19,0,0,69.4457471396763
2026-06-16,Tuesday,16,Student Service Center,2,12,1.0668569682639268,8,0,0,6.196014926138575
2026-06-27,Saturday,10,Student Service Center,5,69,1.3714890593231306,58,1,0,16.563112900719872
2026-04-27,Monday,9,Admin Office,4,27,3.2680530245992783,40,0,1,25.37874160532192
2026-02-26,Thursday,13,Fee Counter,5,82,5.319869100782731,49,1,0,91.76502910892688
2026-03-19,Thursday,9,Cafeteria,3,26,6.170558330111405,13,1,0,57.821054776886726
2026-03-24,Tuesday,11,Cafeteria,5,65,7.282133461798937,64,0,0,92.9659968320685
2026-01-25,Sunday,11,Library Counter,4,24,1.7118057915966451,15,1,1,7.713864555046546
2026-05-31,Sunday,13,Fee Counter,1,49,2.5239804570502664,29,0,0,126.04471088773347
2026-01-24,Saturday,12,Admin Office,3,102,5.129488081367639,75,0,0,175.9603339128885
2026-04-29,Wednesday,15,Admin Office,5,68,3.528754055683005,60,0,0,50.639791208414714
2026-05-02,Saturday,11,Student Service Center,3,52,3.7554290661575536,56,0,0,63.53989181854105
2026-06-01,Monday,11,Cafeteria,4,46,3.7181875033310345,37,0,0,44.48692205611664
2026-01-05,Monday,16,Student Service Center,5,21,7.301226861090068,13,0,0,28.26476936889517
2026-05-20,Wednesday,14,Cafeteria,5,70,1.6711626261122396,55,0,0,22.661457481846277
2026-01-06,Tuesday,11,Cafeteria,2,19,5.648892350453813,19,0,0,55.124199178999504
2026-04-10,Friday,11,Student Service Center,4,67,7.9987662513780355,58,0,0,137.07592449489155
2026-06-08,Monday,13,Admin Office,4,77,1.9567119685134606,40,1,0,37.08642973385569
2026-04-08,Wednesday,17,Student Service Center,2,22,2.979093726054949,19,0,0,33.32589886231977
2026-04-11,Saturday,10,Student Service Center,1,73,7.076166047167888,72,0,0,518.2402463052636
2026-03-20,Friday,10,Student Service Center,4,81,7.29139463959877,78,0,0,151.85712684681425
2026-06-22,Monday,15,Fee Counter,1,64,1.2505368733746636,61,0,0,84.72604321792552
2026-01-18,Sunday,12,Fee Counter,4,105,4.262052841424982,67,1,0,116.87031236191073
2026-06-20,Saturday,15,Admin Office,3,43,7.754907765360442,43,0,0,112.6803091447087
2026-06-07,Sunday,17,Cafeteria,2,62,5.981868848300325,63,0,0,189.2713958758391
2026-03-23,Monday,13,Cafeteria,4,77,7.531646010750674,46,1,0,149.49275022697
2026-04-10,Friday,15,Library Counter,5,20,2.5626462792373985,15,0,0,11.509840602636551
2026-05-20,Wednesday,17,Admin Office,1,58,6.62349359544005,61,0,0,385.1648243226638
2026-05-01,Friday,17,Student Service Center,2,25,3.420265589074942,28,0,0,46.737706069732546
2026-06-15,Monday,9,Admin Office,3,25,5.406885993580269,30,0,1,43.03169594190204
2026-02-15,Sunday,9,Library Counter,2,23,5.2024810883080415,14,0,0,59.26748720569695
2026-06-12,Friday,10,Library Counter,4,9,7.262949802872993,12,0,0,17.462521438036436
2026-06-03,Wednesday,13,Library Counter,1,78,7.5023025663815,52,0,0,587.6740068194598
2026-06-04,Thursday,11,Admin Office,1,74,1.4966439047527174,55,1,0,111.4805929537319
2026-06-15,Monday,8,Fee Counter,4,34,2.921643438953521,10,1,0,26.325036523430427
2026-05-24,Sunday,14,Library Counter,4,71,7.449013073307015,57,0,1,131.81370005011166
2026-01-07,Wednesday,12,Cafeteria,1,73,4.466658881583902,46,0,0,329.4828875924417
2026-06-15,Monday,11,Admin Office,5,41,4.845076408238064,44,0,0,37.65038646672394
2026-05-26,Tuesday,15,Admin Office,4,97,4.135964801107882,78,1,0,102.25693570886914
2026-01-29,Thursday,15,Fee Counter,4,34,5.887671077709449,30,0,0,48.38496412747836
2026-05-01,Friday,17,Fee Counter,2,18,5.419047265641484,16,0,0,47.815110313506835
2026-05-10,Sunday,10,Library Counter,5,90,7.422838691421346,72,1,0,137.6725589843231
2026-02-02,Monday,10,Admin Office,1,21,3.1904468588703203,24,0,0,67.45032235468909
2026-01-01,Thursday,14,Student Service Center,2,41,1.6123683214399938,26,0,1,33.976593861436186
2026-05-11,Monday,10,Library Counter,3,33,7.545483954980902,35,0,0,84.89725337806925
2026-01-08,Thursday,16,Admin Office,1,58,4.9690142001721185,59,0,0,289.22441423406053
2026-04-02,Thursday,10,Fee Counter,4,67,7.79562091892979,68,0,0,131.1665609370704
2026-04-30,Thursday,15,Cafeteria,4,13,7.051681316644729,15,0,0,27.06823659347108
2026-01-16,Friday,14,Fee Counter,1,56,1.7634190361714819,30,0,0,96.5412276936251
2026-04-10,Friday,10,Student Service Center,2,20,1.9942086808458799,21,0,0,20.96009526774991
2026-04-02,Thursday,15,Cafeteria,2,32,1.7518717198707705,23,0,0,28.217152974615413
2026-06-06,Saturday,8,Library Counter,3,53,5.3117108702343785,54,0,0,94.66183733241816
2026-01-19,Monday,17,Admin Office,1,68,3.614937606314768,67,0,0,243.47680356818134
2026-03-26,Thursday,17,Student Service Center,3,54,7.386821865722869,55,0,0,131.7535758477153
2026-04-22,Wednesday,16,Library Counter,1,73,2.8155475701809927,75,0,1,206.1999944150561
2026-04-15,Wednesday,12,Library Counter,1,27,2.454749360833567,10,0,0,66.64723652745461
2026-01-10,Saturday,17,Library Counter,1,68,2.9437733623466564,72,0,0,204.70481973161557
2026-06-27,Saturday,17,Cafeteria,3,66,2.8915634083281994,63,0,0,67.29072710703534
2026-03-06,Friday,8,Library Counter,2,49,7.368614036124288,47,0,0,185.14923521329607
2026-06-11,Thursday,15,Cafeteria,2,47,7.434215257715981,45,0,0,173.11172846078813
2026-01-07,Wednesday,12,Admin Office,5,40,6.0871566825822025,21,0,0,47.56730426783528
2026-03-23,Monday,13,Fee Counter,3,92,3.809733641115169,71,0,0,116.13232037287099
2026-04-08,Wednesday,12,Student Service Center,5,61,4.394533846902042,36,0,0,55.8500213516048
2026-02-04,Wednesday,13,Library Counter,2,35,6.741454085824535,8,0,0,122.9578738762828
2026-01-11,Sunday,12,Admin Office,3,63,7.550099457350887,41,0,0,161.16882929972593
2026-06-11,Thursday,9,Library Counter,4,37,3.835733557909689,40,0,0,37.657082143364164
2026-01-30,Friday,13,Fee Counter,3,96,3.9790768149999107,72,0,0,126.94929943194911
2026-06-29,Monday,9,Cafeteria,2,69,2.261120931144422,73,0,0,80.48203490679641
2026-04-16,Thursday,12,Admin Office,5,88,3.6878745453799318,74,0,1,69.4252753974734
2026-06-10,Wednesday,10,Cafeteria,5,24,7.400069443968389,27,0,0,33.78024243933267
2026-06-14,Sunday,13,Fee Counter,2,26,4.285606750717664,6,0,0,60.26976948727978
2026-04-29,Wednesday,13,Student Service Center,5,56,3.723278074481595,37,0,0,40.42964341252475
2026-04-16,Thursday,17,Admin Office,5,68,3.2274765696936605,45,1,0,45.93793311691393
2026-06-09,Tuesday,10,Fee Counter,5,78,2.542631902146225,70,0,0,42.90267888991151
2026-03-02,Monday,8,Admin Office,5,99,4.362232140401266,79,1,0,89.69681472755082
2026-01-11,Sunday,10,Admin Office,4,39,3.648405832577052,42,0,0,35.2247571139897
2026-04-23,Thursday,12,Fee Counter,3,45,2.549313174695838,32,0,1,39.17398701652296
2026-01-04,Sunday,12,Library Counter,1,73,2.964627328864724,54,0,0,216.90389453693993
2026-03-08,Sunday,11,Student Service Center,1,62,5.305243428280665,58,0,0,328.023067624504
2026-03-20,Friday,11,Library Counter,1,41,3.334583152711674,28,1,0,138.71919819531607
2026-05-29,Friday,8,Library Counter,3,26,6.257085892496569,27,0,0,54.26038479934743
2026-03-12,Thursday,12,Student Service Center,1,96,1.2263971592237926,71,0,0,114.96729352351909
2026-04-09,Thursday,9,Fee Counter,5,56,3.340460088082015,57,0,0,36.34309405562162
2026-03-28,Saturday,9,Library Counter,1,70,1.6023189562194182,51,1,0,110.57953226177024
2026-03-24,Tuesday,16,Library Counter,5,61,7.517652953315691,60,0,0,94.29134459748425
2026-03-16,Monday,8,Cafeteria,3,51,2.677646603810579,28,1,0,43.04077157498499
2026-02-25,Wednesday,14,Fee Counter,4,87,7.867593139872797,66,0,0,174.69612764126163
2026-06-13,Saturday,8,Library Counter,3,52,7.230896794311279,59,0,1,123.363355890159
2026-05-01,Friday,9,Library Counter,3,86,3.378865772750583,68,1,0,93.95479398063507
2026-06-19,Friday,12,Fee Counter,5,28,7.568687374974104,9,0,0,44.21230092949121
2026-01-13,Tuesday,17,Admin Office,4,79,4.0664647271166645,77,0,0,80.48237827538614
2026-05-08,Friday,13,Student Service Center,4,111,5.516703396567148,71,1,0,150.5154467382316
2026-03-15,Sunday,10,Cafeteria,3,33,7.21898984004692,38,0,0,82.56712779818504
2026-03-30,Monday,11,Library Counter,5,49,4.718351117248856,46,0,0,50.97149737036151
2026-01-12,Monday,11,Cafeteria,4,86,2.7541009869279502,78,0,0,62.058216083805874
2026-04-18,Saturday,8,Cafeteria,1,35,3.0547254824279557,17,1,0,109.31303223044364
2026-06-17,Wednesday,14,Library Counter,2,48,6.493358621898313,21,0,0,157.33755416046097
2026-01-01,Thursday,17,Fee Counter,5,67,6.537272442631109,55,1,0,88.15757967253153
2026-04-04,Saturday,14,Admin Office,4,84,4.755955393952271,58,0,0,101.15305225112976
2026-03-02,Monday,15,Admin Office,1,79,5.794345772726302,65,1,0,460.4859656408835
2026-02-28,Saturday,17,Student Service Center,1,93,1.0179394985226984,70,1,0,93.45536726922516
2026-06-17,Wednesday,13,Fee Counter,2,86,6.082839837384485,58,0,0,265.3130512899297
2026-04-05,Sunday,11,Cafeteria,1,53,4.630131988215265,46,0,0,246.2095491311611
2026-06-04,Thursday,15,Library Counter,1,35,4.943507451693822,28,0,0,175.44463215103931
2026-06-13,Saturday,10,Cafeteria,5,9,1.0663933906585126,9,0,0,2.6772533858342262
2026-01-05,Monday,10,Library Counter,4,71,7.944579468706965,76,0,0,138.18642954003093
2026-04-27,Monday,17,Cafeteria,4,56,5.764115838914136,51,0,0,83.52198118339271
2026-01-03,Saturday,15,Library Counter,1,14,7.771174620664299,10,0,0,107.14468992060901
2026-05-31,Sunday,11,Fee Counter,5,63,6.398150577273945,54,0,0,84.67708958737826
2026-06-26,Friday,8,Fee Counter,1,18,3.181268628188188,21,0,0,59.32649358183116
2026-02-23,Monday,13,Student Service Center,2,70,4.935481813091258,31,1,0,177.32644158299127
2026-01-19,Monday,10,Library Counter,3,49,4.430618947957819,31,1,0,76.9725706061728
2026-02-16,Monday,9,Admin Office,2,69,4.387730098088874,69,0,0,154.13353518095147
2026-01-14,Wednesday,8,Fee Counter,2,75,3.215484232111032,78,0,0,123.84932274384974
2026-04-25,Saturday,14,Student Service Center,5,68,2.28029408565241,53,0,0,30.032586767257875
2026-06-11,Thursday,16,Cafeteria,5,30,6.295288920898431,33,0,0,37.15313756318518
2026-01-01,Thursday,15,Library Counter,5,80,6.327067412569717,75,0,0,101.91370861125807
2026-04-16,Thursday,10,Student Service Center,1,71,3.3384304322197775,63,0,0,237.71609224634523
2026-06-19,Friday,10,Library Counter,2,16,4.473210397430551,20,0,0,33.35385819500477
2026-06-28,Sunday,11,Library Counter,3,36,4.543447513351762,33,0,0,52.736944644598495
2026-04-10,Friday,17,Student Service Center,4,26,3.6688299205129025,23,0,0,25.390692086075294
2026-05-16,Saturday,15,Student Service Center,3,33,3.8038805512366016,12,1,0,44.85047372411598
2026-03-21,Saturday,10,Fee Counter,4,86,1.2840326952321464,65,1,0,30.13838092105848
2026-03-08,Sunday,9,Admin Office,1,53,1.0344149519503882,45,0,0,52.14941735292696
2026-05-12,Tuesday,11,Fee Counter,2,54,7.485551940539268,57,0,0,199.38037303329747
2026-02-23,Monday,15,Library Counter,4,58,4.756169901940508,51,0,0,70.78666773728159
2026-01-19,Monday,16,Fee Counter,4,72,2.799341119798562,69,0,0,52.363977160082115
2026-03-31,Tuesday,16,Fee Counter,5,23,5.733130288498145,17,0,0,25.460820924313268
2026-04-02,Thursday,8,Admin Office,3,23,6.931872396849318,17,0,0,51.28743246715245
2026-01-17,Saturday,12,Library Counter,2,93,3.9079291843849018,75,0,0,180.71857292443983
2026-06-15,Monday,15,Student Service Center,5,63,1.1875110199225507,58,0,0,12.77006826373953
2026-05-18,Monday,17,Fee Counter,5,40,7.876581363630765,35,0,0,67.68769016298346
2026-04-19,Sunday,9,Cafeteria,2,28,1.8411146549343518,15,1,0,23.429565896711836
2026-04-14,Tuesday,11,Library Counter,4,29,4.304038445872061,33,0,0,34.77469021993037
2026-04-23,Thursday,12,Admin Office,4,104,2.3922615100086295,72,1,0,62.8211144053169
2026-01-03,Saturday,10,Admin Office,2,29,3.515570931518347,31,0,0,53.27137179624987
2026-01-26,Monday,9,Fee Counter,3,68,1.6743405839468926,52,1,0,41.16808770426865
2026-02-10,Tuesday,13,Fee Counter,2,58,2.8598521298441324,39,0,0,87.20241833582004
2026-06-02,Tuesday,8,Cafeteria,3,64,4.260933591672865,68,0,0,89.2299980700909
2026-05-28,Thursday,13,Library Counter,2,86,7.517422446422314,59,0,0,325.83098023494364
2026-04-05,Sunday,16,Admin Office,1,24,1.8204808537124237,16,0,0,42.00745212154775
2026-01-27,Tuesday,15,Cafeteria,5,30,6.750337406699037,28,0,0,40.55561420557987
2026-03-08,Sunday,14,Student Service Center,5,44,3.9659896892918676,12,1,0,34.32334575280939
2026-06-29,Monday,9,Admin Office,3,31,2.7624126383880214,36,0,0,26.357831033466333
2026-03-06,Friday,11,Cafeteria,5,92,6.775674427181909,71,1,0,126.32419771352367
2026-05-16,Saturday,15,Student Service Center,4,30,3.8766668918758733,30,0,0,31.206357793742978
2026-05-18,Monday,10,Library Counter,3,48,2.925635572183958,45,0,0,51.18333429242535
2026-05-11,Monday,11,Library Counter,3,88,5.000601868572589,74,1,0,145.45763765159157
2026-05-27,Wednesday,17,Library Counter,1,74,2.6786595385872474,76,0,0,201.4436435550295
2026-06-21,Sunday,12,Admin Office,1,62,4.712447435027283,35,0,0,295.2640622540687
2026-05-20,Wednesday,14,Admin Office,5,83,2.951367601950396,60,0,0,52.95196655606835
2026-05-18,Monday,15,Admin Office,2,7,4.890628064302315,11,0,0,20.320216491133657
2026-05-15,Friday,9,Fee Counter,4,52,3.0818045581689106,46,0,0,41.42456442927874
2026-03-21,Saturday,16,Admin Office,1,73,5.184620043906115,57,1,0,382.8716319798572
2026-05-29,Friday,13,Student Service Center,2,22,7.247981847050799,7,0,0,78.26275506044884
2026-04-01,Wednesday,17,Cafeteria,1,25,7.0233578735808715,24,0,0,173.2207063088725
2026-05-18,Monday,10,Library Counter,5,49,3.9406662865826467,52,0,0,39.97879753781233
2026-03-09,Monday,14,Cafeteria,3,47,2.088921403161034,31,0,0,34.8712098843604
2026-01-03,Saturday,9,Admin Office,5,52,6.998381529142066,65,0,1,75.08625545734229
2026-02-10,Tuesday,8,Library Counter,1,50,6.079928430615672,37,1,0,304.28078539992265
2026-03-25,Wednesday,10,Fee Counter,2,27,1.52519850279098,24,0,0,19.10531165065019
2026-01-27,Tuesday,16,Fee Counter,1,37,7.695717413110622,29,0,0,282.8501512672288
2026-06-19,Friday,13,Student Service Center,3,68,7.7370953744938795,50,0,0,179.10846782046426
2026-04-02,Thursday,12,Admin Office,1,98,2.679035749839313,70,0,0,263.512734755695
2026-05-16,Saturday,14,Cafeteria,2,98,5.4811185830763325,77,0,0,267.3602710271621
2026-04-24,Friday,17,Fee Counter,3,48,6.686200290065824,51,0,0,105.13654596152155
2026-06-13,Saturday,16,Cafeteria,5,12,5.70910425013593,15,0,0,17.157153254765383
2026-01-30,Friday,13,Library Counter,4,39,5.372182367135483,12,0,0,54.6367352514664
2026-03-21,Saturday,9,Fee Counter,4,68,3.10655411226677,66,0,0,53.944202877900274
2026-05-25,Monday,12,Library Counter,1,77,3.8007282420385247,53,0,0,294.9719811142829
2026-01-01,Thursday,12,Student Service Center,1,47,3.8453911903877254,7,1,0,181.8779871619147
2026-01-25,Sunday,9,Admin Office,1,25,6.686024714570167,25,0,0,167.66473141500583
2026-05-06,Wednesday,16,Student Service Center,1,18,5.360884535958787,29,0,1,97.91890660562069
2026-02-14,Saturday,11,Admin Office,3,23,4.378586342694175,37,0,1,31.921735871965573
2026-01-03,Saturday,15,Fee Counter,5,16,4.665461819102791,9,0,0,12.126130898909791
2026-03-24,Tuesday,15,Fee Counter,5,14,6.252871216930208,10,0,0,18.461217547261587
2026-04-16,Thursday,16,Fee Counter,2,83,1.5792133389284515,69,1,0,68.04385622589568
2026-05-16,Saturday,10,Fee Counter,5,32,6.136431357782316,31,0,0,36.554271572064685
2026-03-29,Sunday,13,Cafeteria,3,87,3.043684908571386,67,0,0,93.00214179242978
2026-01-02,Friday,16,Admin Office,1,11,1.6348827577597236,7,0,0,17.811367616885562
2026-04-17,Friday,15,Fee Counter,4,32,7.208408541605131,10,1,0,62.00907003671566
2026-06-05,Friday,15,Library Counter,5,42,5.827944296648023,35,0,0,53.370155480031215
2026-05-17,Sunday,17,Student Service Center,1,27,6.595356290758937,22,0,0,175.98952005042517
2026-02-23,Monday,16,Admin Office,3,52,4.2815006751390285,50,0,0,76.68085948406582
2026-02-20,Friday,16,Cafeteria,2,55,1.8382475783760148,48,0,0,49.57682926249497
2026-01-14,Wednesday,16,Admin Office,1,36,5.645878914984429,35,0,0,207.16931257993036
